the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.10552762159 29.934968325349),1155647,THE COMPANY BURGER,4600 FRERET ST,STE A,NEW ORLEANS,LA,70115,404-514-6437,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BIDS CORP, LLC",3669720.76724,523924.498876
POINT (-90.07063722427 29.953329748923),1154887,DAISY DUKES,123 CARONDELET ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ARICI DD LLC,3680697.65845,530721.470978
POINT (-90.127402647485 29.949820617042),1154702,BOURREE AT BOUCHERIE,1510 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROCKETS,,LLC",3662735.66023,529251.781889
POINT (-90.11363602098 30.023807106784),1154979,FELIX'S RESTAURANT  & OYSTER BAR,7400 LAKESHORE DR,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FELIX'S LAKEFRONT, LLC.",3666808.79802,556202.373082
POINT (-90.054571529549 29.952178293249),1155631,TAVOLINO PIZZA & LOUNGE,141 DELARONDE ST,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TAVOLINO PIZZA, LLC",3685789.70166,530359.178818
POINT (-90.0910763916 29.922426537757),1154731,CAFE ABYSSINIA,3511 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-894-6238,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CAFE ABYSSINIA,LLC",3674347.202,519413.182391
POINT (-90.071182335662 29.94993606098),1154961,EMPIRE STATE DELICATESSEN,701 POYDRAS ST,130,NEW ORLEANS,LA,70130,504-412-8521,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),EMPIRE STATE DELICATESSELLC,3680538.63643,529485.499841
POINT (-90.072998904067 29.950894437444),1154682,BIG PIE PIZZA,407 BARONNE ST,,NEW ORLEANS,LA,70112,504-218-8656,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BIG PIE PIZZA LLC,3679959.5476,529827.668673
POINT (-89.999912773961 29.911395962499),1155595,SUBWAY 45665,5163 GENERAL DE GAULLE DR,D,NEW ORLEANS,LA,70131,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RANDAL 45665 CORPORATION,3703270.68497,515726.661748
POINT (-90.063955354864 29.960419362774),1155328,NOLA POBOYS,908 BOURBON ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NOLA POBOYS, LLC",3682784.98338,533322.893188
POINT (-90.104739378147 29.93504870808),1155490,ROOK CAFE,4516 FRERET ST,,NEW ORLEANS,LA,70115,618-520-9843,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GRREN DRAGON , LLC",3669970.10606,523956.404988
POINT (-90.099826237006 29.920832340995),1155331,NOMIYA,4226 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NOMIYA, LLC",3671581.84583,518803.532471
POINT (-90.058101700726 29.966631654592),1155762,WASABI SUSHI & BAR,900 FRENCHMEN ST,,NEW ORLEANS,LA,70116,504-887-9943,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WASABI, LLC",3684613.33097,535602.49223
POINT (-90.084667826446 29.958747145884),1154617,ANITA'S GRILL,2122 TULANE AVE,,NEW ORLEANS,LA,70112,504-523-1542,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ANITA GRILL INC,3676233.24763,532642.750788
POINT (-90.034818685462 29.965904737234),1155541,SNEAKY PICKLE,4017 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-218-5651,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HARVEST GYPSY, LLC",3691988.14275,535420.950598
POINT (-90.065456002153 29.950210849132),1155562,STARBUCKS  HARRAHS CASINO,8 CANAL ST,,NEW ORLEANS,LA,70130,504-598-2845,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHRISTIAN AZINIAN,3682350.89698,529605.442625
POINT (-90.05079314389 30.012929781729),1155676,THE ORIGNAL FIORELLA'S CAFE,5325 FRANKLIN AVE,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HALF IN TWO, LLC",3686738.90857,552464.076374
POINT (-90.094193392956 29.963759682553),1155187,LOS CATRACHOS RESTAURANT,3001 TULANE AVE,STE 4A,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LOS CATRACHOS TULANE INC,3673197.32155,534432.755781
POINT (-90.097434026903 29.9741486013),1155738,VESSEL,3835 IBERVILLE ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"VESSEL NOLA,LLC",3672130.49748,538199.485065
POINT (-90.065396098084 29.943509690131),1155474,RESTAURANT REBIRTH,857 FULTON ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),REBIRTH RESTAURANT LLC,3682396.83119,527168.867967
POINT (-90.105911558529 29.920358356733),1154694,BORDEAUX,4734 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SE RESTAURANT GROUP, LLC",3669656.07617,518610.474679
POINT (-90.076243836672 29.976344002909),1155658,THE HALF SHELL,2517 BAYOU RD,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HALF SHELL OF NEW ORLEANS,LLC",3678830.45045,539070.796874
POINT (-90.034492487276 29.944636496966),1155497,RUBY D'S,2201 GENERAL MEYER AVE,,NEW ORLEANS,LA,70114-1537,504-368-8992,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SYLVE BERWYN,3692179.08969,527688.232319
POINT (-90.08874792059 29.923207315611),1155417,POKE LOA,3341 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-309-9993,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"POKE JOE'S,LLC",3675081.68334,519705.104824
POINT (-90.09943177962 29.95008058892),1154672,BEAUCOUP EATS LLC,3911 WASHINGTON AVE,,NEW ORLEANS,LA,70125,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BEAUCOUP EATS LLC,3671592.26465,529440.619713
POINT (-90.11082504307 29.95764256647),1155026,GLORIA'S RESTAURANT,3101 BROADWAY ST,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KOREY FERNANDEZ,3667954.99853,532151.770755
POINT (-90.10679399087 29.934894647491),1154882,CUZCO PERUVIAN COUSINE,4714 FRERET ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),GRUPO 5 LLC,3669319.96916,523893.411324
POINT (-90.059751857093 29.960279763783),1155721,TRINITY RESTAURANT,1117 DECATUR ST,,NEW ORLEANS,LA,70116,504-232-5267,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TRINITY FOODS LLC,3684116.53468,533286.899204
POINT (-90.095097266691 29.985378511368),1154745,CAFE DU MONDE - CITY PARK,56 DREYFOUS DR,,NEW ORLEANS,LA,70124,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CAFE DU MONDE - CITY PARK,3672826.17595,542291.105229
POINT (-90.114812589351 29.91866248474),1155305,N O LAWN TENNIS CLUB,5353 LAUREL ST,W,NEW ORLEANS,LA,70115-1952,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),N O LAWN TENNIS CLUB,3666843.08557,517963.700022
POINT (-90.081280713614 29.955855232183),1155194,LOVE & PIE,401 S CLAIBORNE AVE,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LOVE & PIE , LLC",3677317.24686,531602.846339
POINT (-89.999912773961 29.911395962499),1155336,OISHII SUSHI HOUSE,5163 GENERAL DE GAULLE DR,STE: N,NEW ORLEANS,LA,70131,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),OISHI SUSHI HOUSE LLC,3703270.68497,515726.661748
POINT (-90.065095800655 29.95085973894),1154739,CAFE CANAL,333 CANAL ST,STE 329,NEW ORLEANS,LA,70130,5046576463,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),NOLA BOYZ LLC,3682462.35061,529842.664897
POINT (-90.099531834597 29.976104940912),1155580,SUBWAY,231 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,504-483-8161,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"OSITA ENTERPRISES,LLC",3671458.68084,538903.72865
POINT (-90.085880140905 29.967637932552),1154680,BIG MOUTH POBOYS,301 N BROAD ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SWEET THINGS OF LOUISIANA INC,3675814.17819,535871.595591
POINT (-90.069525160203 29.954417633738),1155051,HARD ROCK CAFE,125 BOURBON ST,,NEW ORLEANS,LA,70130,504-529-5617,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HARD ROCK CAFE INTL. STP  INC ATTN: TAX DEPARTMENT,3681045.44232,531120.948546
POINT (-90.08946680657 29.922506859845),1154938,DRUNK BEAUTY,3424 MAGAZINE ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),DRUNK BEAUTY,3674856.73627,519447.921527
POINT (-90.068396761335 29.956554025357),1154741,CAFE CONTI,830 CONTI ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DAUPHINE TOULOUSE INC,3681394.18178,531901.761859
POINT (-90.08710362606 29.923545866934),1154665,BAYOU BURGER AND SPORTS COMPANY,3226 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"3226 MAGAZINE ST CCRC,LLC",3675601.18568,519833.875448
POINT (-90.076390589495 29.98639975711),1155713,TOAST,1845 GENTILLY BLVD,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CASH HURST RESTAURANT GROUP LLC,3678743.8779,542726.945677
POINT (-90.055013046225 29.968575566183),1154626,ARABELLA CASA DI PASTA,2258 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-267-6108,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PIERLAS RESTAURANT GROUP LLC,3685583.36911,536320.266951
POINT (-90.076989294557 29.951922709288),1155660,THE ITALIAN BARREL,430 BARRACKS ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE ITALIAN BARREL LLC,3678691.8167,530187.70942
POINT (-90.07166079606 29.953942824124),1155681,THE ROOSEVELT HOTEL WAC,123 BARONNE ST,,NEW ORLEANS,LA,70112,504-648-1200,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FCH SUB-TENANT, LLC",3680371.07893,530940.837378
POINT (-90.085262571429 29.963682228409),1155754,WAFFLE HOUSE INC #2196,2500 CANAL ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WAFFLE HOUSE INC,3676025.37813,534435.280837
POINT (-90.074882516019 29.946544083105),1155318,"NEW ORLEANS STYLE CO., INC.",920 JULIA ST,,NEW ORLEANS,LA,70113-1114,504-889-0740,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TERREBONNE BRIAN EMANUEL,3679380.44117,528239.164224
POINT (-90.076989294557 29.951922709288),1155313,NEW ORLEANS HAMBURGER & SEAFOOD CO.,12000 I-10 SERVICE RD,,NEW ORLEANS,LA,70128,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NOHSCNO EAST #1,LLC",3678691.8167,530187.70942
POINT (-90.065095800655 29.95085973894),1155502,S & T CENTRE DELI,333 CANAL ST,327,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),S & T CENTRE DELI LLC,3682462.35061,529842.664897
POINT (-90.076989294557 29.951922709288),1155680,THE PRALINE CONNECTION,2323 CANAL STREET,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE PRALINE CONNECTION, INC",3678691.8167,530187.70942
POINT (-90.069903281137 29.955326536141),1154897,DEANIE'S SEAFOOD,841 IBERVILLE ST,,NEW ORLEANS,LA,70112,504-834-1225,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHIFICI ENTERPRISES INC,3680922.06331,531450.138563
POINT (-90.063233957185 29.956002452179),1155482,RIVERVIEW ROOM,600 DECATUR ST,400,NEW ORLEANS,LA,70130,504-525-3000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RIVERVIEW ROOM INC,3683031.20853,531719.273731
POINT (-90.090577734547 29.967339647403),1155031,GOOD KARMA CAFE,2940 CANAL ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GOOD KARMA VEGETARIAN CAFE, LLC",3674328.02184,535746.965767
POINT (-90.073975470404 29.931380501876),1155698,THE TASTING ROOM,1906 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-300-7105,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DEVLAR ENTERPRISES, LLC",3679728.28987,522728.293498
POINT (-90.076989294557 29.951922709288),1154621,ANTOINE'S RESTAURANT,713 SAINT LOUIS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ANTOINE'S RESTAURANT LLC,3678691.8167,530187.70942
POINT (-90.062927510427 29.972829998165),1155095,"J'S WINGS AND THANGZ, LLC",1700 N CLAIBORNE AVE,,NEW ORLEANS,LA,70116,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"J'S WINGS AND THANGZ, LLC",3683060.40226,537839.468681
POINT (-90.076226562351 29.976309139252),1154848,COCO HUT,2515 BAYOU RD,,NEW ORLEANS,LA,70119-2302,504-945-8788,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"THOMPSON,PAMELA",3678836.05826,539058.17921
POINT (-90.075293465738 29.939739305778),1155271,MIYAKO SEAFOOD & STEAKHOUSE,1403 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-410-9997,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JAPAN FOOD SERVICES, INC",3679277.4685,525763.270205
POINT (-90.068208005141 29.954331802982),1155292,MR B'S BISTRO,201 ROYAL ST,,NEW ORLEANS,LA,70130,504-523-2078,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MR B'S BISTRO INC,3681462.87343,531094.339778
POINT (-90.102127993262 29.978648165822),1154843,CLESI'S,4323 BIENVILLE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DICARLO & CLESI HOSPITALITY, LLC",3670626.82759,539819.704074
POINT (-90.115895560372 29.920910012707),1155415,PJ'S COFFEE OF NEW ORLEANS,5432 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GUMBO MILLER, LLC",3666491.34708,518777.336951
POINT (-90.076989294557 29.951922709288),1155691,THE SPOT CAFE,6209 FRANKLIN AVE,,NEW ORLEANS,LA,70122,504-452-0203,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE WING SPOT LLC,3678691.8167,530187.70942
POINT (-90.106411330237 30.004244365338),1155324,NOLA BEANS,762 HARRISON AVE,,NEW ORLEANS,LA,70124,504-267-0783,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NOLA BEANS LLC,3669171.1387,549112.960595
POINT (-90.076989294557 29.951922709288),1154949,EL GATO NEGRO II,300 HARRISON AVE,,NEW ORLEANS,LA,70124,504-488-0107,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"EL GATO NEGRO II, LLC.",3678691.8167,530187.70942
POINT (-90.065692274987 29.94430703044),1155396,PIE PIZZA & PASTAS,814 S PETERS ST,,NEW ORLEANS,LA,70130,504-701-6525,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PIE PIZZA & PASTAS, LLC",3682299.82703,527457.771967
POINT (-90.064759399398 29.941956775949),1155729,TWO CHICKS CAFE,901 CONVENTION CENTER BLVD,STE 109,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"IULIAROSE, LLC",3682604.72034,526606.404158
POINT (-90.105911558529 29.920358356733),1154695,BORDEAUX,4734 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SE RESTUARANT GROUP,LLC",3669656.07617,518610.474679
POINT (-90.106229128593 29.974341133987),1154684,BISCUITS AND BUNS ON BANKS,4337 BANKS ST,,NEW ORLEANS,LA,70112,704-293-8585,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GOOD EATS NOLA LLC,3669345.25742,538239.571081
POINT (-90.13110251376 29.943289602512),1155520,SATSUMA CAFE,7901 MAPLE ST,,NEW ORLEANS,LA,70118,504-340-5962,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SATSUMA MAPLE,LLC",3661588.92819,526864.541374
POINT (-90.077526234688 29.936704318625),1155416,PLEASE-U-RESTAURANT,1751 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-525-9131,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TORAS, NIKOLAS",3678582.43707,524651.882172
POINT (-90.074888273766 29.957461141533),1155301,MR.BUBBLES,1441 CANAL ST,SUITE 1,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SMITH & NGUYEN LLC,3679335.018,532208.988931
POINT (-90.131899701437 29.948919241356),1154812,CHIBA,8312 OAK ST,,NEW ORLEANS,LA,70118,504-255-4302,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHIBA NEW ORLEANS LLC,3661314.99872,528909.046784
POINT (-90.078736989494 29.946278953584),1155147,LA GRAND CAFE/SUBWAY #15296,1001 LOYOLA AVE,,NEW ORLEANS,LA,70113,504-780-8027,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GFM INC,3678160.85288,528129.367999
POINT (-90.084304332544 29.925341302555),1154997,FRENCH TRUCK COFFEE,2917 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FRENCH TRUCK,LLC",3676480.7611,520496.414776
POINT (-90.066230120367 29.955080582288),1155136,KINGFISH,339 CHARTRES ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),337 CHARTRES LLC,3682086.17436,531373.544003
POINT (-90.105455109701 29.983242041988),1154722,BURGER KING #6406,512 CITY PARK AVE,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PARTNERS IV, LLC",3669555.62324,541478.915852
POINT (-90.073004188613 29.953819786659),1155027,GOLDBERG'S DELI,925 COMMON ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BELMONT RESTUARANTS.LLC,3679946.17397,530891.414786
POINT (-90.06627177124 29.949800254419),1155789,WINDSOR COURT HOTEL,300 GRAVIER ST,,NEW ORLEANS,LA,70130,504-523-6000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AIMBRIDGE CONCESSIONS, INC.",3682094.21813,529453.277569
POINT (-90.114313356062 29.916068439134),1155056,HEAVENLY HAM,5300 TCHOUPITOULAS ST,D8,NEW ORLEANS,LA,70115,504-891-5100,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DWS HAM LLC,3667011.26394,517022.092213
POINT (-90.064493350452 29.955419680856),1155117,JOHNNY'S PO-BOY RESTAURANT,511 ST LOUIS ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),JOHNNY'S PO-BOY RESTAURANT INC,3682634.76578,531502.938435
POINT (-90.076989294557 29.951922709288),1155710,TIGER'S CREOLE CUISINE,1612 BASIN ST,,NEW ORLEANS,LA,70116,504-529-3750,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RENE T WATSON ENTERPRISES LLC,3678691.8167,530187.70942
POINT (-90.106284444504 29.92941773168),1155735,VALENCIA,1900 VALENCE ST,,NEW ORLEANS,LA,70115,504-436-4500,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),VALENCIA INC,3669502.68039,521903.530106
POINT (-90.020665869878 30.010995905738),1154925,DOMINO'S PIZZA #5224,3931 DOWNMAN RD,,NEW ORLEANS,LA,70126,504-246-3030,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RPM PIZZA INC,3696281.35837,551868.817942
POINT (-90.078395408196 29.956452646193),1154974,FATTOUSH,1561 TULANE AVE,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MASA HAMI, LLC",3678228.50818,531830.083011
POINT (-90.050882003712 30.013724393296),1155663,THE JUJU BAG,5363 FRANKLIN AVE,,NEW ORLEANS,LA,70122,504-872-0969,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"VOICES IN THE DARK PRODUCTIONS,LLC",3686707.55311,552752.713814
POINT (-90.093038761794 29.976396300166),1155476,REVELATOR COFFEE,3700 ORLEANS AVE,A,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),REVELATOR COFFEE,3673513.17089,539031.870922
POINT (-90.076989294557 29.951922709288),1155012,G'S PIZZA,4840 BIENVILLE ST,,NEW ORLEANS,LA,70119,504-333-4833,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GOOD MAYA LLC,3678691.8167,530187.70942
POINT (-89.966029744436 30.051376865607),1155308,NAPOLI PIZZA,7500 BULLARD AVE,STE 102,NEW ORLEANS,LA,70128,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NAPOLI PIZZA, LLC",3713397.11979,566755.044771
POINT (-90.090602725931 29.945319614609),1155450,RALLY'S HAMBURGERS #6184,2201 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-561-9185,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"CHECKERS DRIVE IN RESTAURANT, INC",3674406.95329,527739.567935
POINT (-90.065091785093 29.958332295776),1154982,FINNEGAN'S WAY,717 ST PETER ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FINNEGAN'S NOLA LLC,3682433.54652,532559.974532
POINT (-90.064242858055 29.957135402086),1155615,SYLVAIN,625 CHARTRES ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SHINY NEW QUARTERS,LLC",3682707.17519,532127.715779
POINT (-90.076989294557 29.951922709288),1155524,SEED,2372 ST. CLAUDE AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SYMBIOTIC RESTAURANTS ST. CLAUDE, LLC",3678691.8167,530187.70942
POINT (-90.065408938931 29.953614634769),1155683,THE ROUGE HOUSE,300 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE ROUGE HOUSE LLC,3682352.10434,530843.348226
POINT (-90.03555987246 29.961338933688),1155662,THE JOINT,701 MAZANT ST,,NEW ORLEANS,LA,70117,504-949-3232,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE JOINT ON POLAND LLC.,3691772.27286,533758.001093
POINT (-90.074991157744 29.953550921348),1155783,WILLIE MAE'S AT THE MARKET,234 LOYOLA AVE,,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"WILLIE MAE'S AT THE MARKET,LLC",3679318.05544,530786.730434
POINT (-89.977581294408 30.030047712566),1155646,"THE CAJUN SHACK NOLA,",9830 LAKE FOREST BLVD,,NEW ORLEANS,LA,70127,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"THE CAJUN SHACK NOLA, LLC",3709834.59819,558955.528476
POINT (-90.116188486783 30.005756121378),1154643,AZUL SPORTS AND RESTAURANT,117 W HARRISON AVE,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AZUL SPORTS AND RESTAURANT, LLC",3666070.82535,549629.694676
POINT (-90.064759399398 29.941956775949),1155010,FULTON STREET CAFE,901 CONVENTION CENTER BLVD,STE #111,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FULTON STREET CAFE,LLC",3682604.72034,526606.404158
POINT (-90.042530046428 29.964964756911),1155602,SUIS GENERIS,3219 BURGUNDY ST,,NEW ORLEANS,LA,70117,504-338-2979,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE HUEY SUIS GENERIS, L.L.C.",3689550.42358,535051.552646
POINT (-90.007968917824 29.918019228338),1155022,GEAUX GREEN CAFE,3518 KABEL DR,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FREDDIE’S CHICKEN N’ WAFFLES,3700690.70737,518105.487798
POINT (-89.973229530549 30.033860072142),1155767,WENDY'S #206,5701 READ BLVD,,NEW ORLEANS,LA,70127,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HAZA FOODS OF LOUISIANA, LLC",3711195.10277,560358.163677
POINT (-90.074991157744 29.953550921348),1154595,14 PARISHES JAMAICAN RESTUARANT,234 LOYOLA AVE,STALL #15,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"14 PARISHES JAMAICAN RESTUARANT,LLC",3679318.05544,530786.730434
POINT (-90.080665527772 29.939461097768),1154775,CASA BORREGA RESTAURANT,1719 ORETHA CASTLE HALEY BLVD,,NEW ORLEANS,LA,70113,504-292-3705,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CASA BORREGA INC,3677577.2205,525643.463997
POINT (-90.067878336427 29.948748763035),1155599,SUBWAY SANDWICH & SMOOTHIES,400 POYDRAS ST,STE:150 BOX 37,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),AB-SA FOOD SERVICE LLC,3681589.68706,529065.294848
POINT (-90.128668428399 29.948701840247),1155584,SUBWAY    23493,1332 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-865-7860,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RA & L ENTERPRISE LLC,3662339.09811,528840.734912
POINT (-90.114270542465 29.962044568836),1154920,DOMINO'S PIZZA,3212 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"RPM PIZZA,LLC",3666846.95655,533740.885061
POINT (-90.129765233795 29.947555335883),1155390,PHO BISTRREAUX RESTAURANT,1200 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-304-8334,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NGUYEN-ERS LLC,3661996.144,528420.17184
POINT (-90.020639725897 29.925316567452),1155585,SUBWAY   #4146,3600 MACARTHUR BLVD,,NEW ORLEANS,LA,70114,504-367-4261,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RANDAL LOUISIANA CORP.,3696646.56311,520712.840249
POINT (-89.958409561779 30.043695071345),1155237,MCDONALD'S #11486,6005 BULLARD AVE,,NEW ORLEANS,LA,70128,504-254-0210,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"COAXUM ENTERPRISES, INC",3715841.25407,563990.499361
